date,close,symbol
2020-06-04,78.32931518554688,AAPL
2020-06-05,80.56021881103516,AAPL
2020-06-08,81.03653717041016,AAPL
2020-06-09,83.59550476074219,AAPL
2020-06-10,85.74620819091797,AAPL
2020-06-11,81.6294937133789,AAPL
2020-06-12,82.33426666259766,AAPL
2020-06-15,83.35250091552734,AAPL
2020-06-16,85.56153106689453,AAPL
2020-06-17,85.44245147705078,AAPL
2020-06-18,85.47647094726562,AAPL
2020-06-19,84.98799896240234,AAPL
2020-06-22,87.21159362792969,AAPL
2020-06-23,89.0731201171875,AAPL
2020-06-24,87.50079345703125,AAPL
2020-06-25,88.66241455078125,AAPL
2020-06-26,85.93820190429688,AAPL
2020-06-29,87.91876983642578,AAPL
2020-06-30,88.65270233154297,AAPL
2020-07-01,88.48499298095703,AAPL
2020-07-02,88.48499298095703,AAPL
2020-07-06,90.85201263427734,AAPL
2020-07-07,90.5700912475586,AAPL
2020-07-08,92.6794891357422,AAPL
2020-07-09,93.07804107666016,AAPL
2020-07-10,93.24088287353516,AAPL
2020-07-13,92.81072235107422,AAPL
2020-07-14,94.34659576416016,AAPL
2020-07-15,94.99544525146484,AAPL
2020-07-16,93.8265380859375,AAPL
2020-07-17,93.63697814941406,AAPL
2020-07-20,95.61027526855467,AAPL
2020-07-21,94.29070281982422,AAPL
2020-07-22,94.55558013916016,AAPL
2020-07-23,90.25173950195312,AAPL
2020-07-24,90.0281753540039,AAPL
2020-07-27,92.16184997558594,AAPL
2020-07-28,90.64788818359376,AAPL
2020-07-29,92.3854522705078,AAPL
2020-07-30,93.50332641601562,AAPL
2020-07-31,103.29206085205078,AAPL
2020-08-03,105.89476776123048,AAPL
2020-08-04,106.6019515991211,AAPL
2020-08-05,106.98835754394533,AAPL
2020-08-06,110.72108459472656,AAPL
2020-08-07,108.20377349853516,AAPL
2020-08-10,109.77648162841795,AAPL
2020-08-11,106.51174926757812,AAPL
2020-08-12,110.0516128540039,AAPL
2020-08-13,111.99921417236328,AAPL
2020-08-14,111.8994140625,AAPL
2020-08-17,111.60726928710938,AAPL
2020-08-18,112.53729248046876,AAPL
2020-08-19,112.678466796875,AAPL
2020-08-20,115.17876434326172,AAPL
2020-08-21,121.11420440673828,AAPL
2020-08-24,122.5627670288086,AAPL
2020-08-25,121.55728149414062,AAPL
2020-08-26,123.2103500366211,AAPL
2020-08-27,121.7374496459961,AAPL
2020-08-28,121.54026794433594,AAPL
2020-08-31,125.66195678710938,AAPL
2020-09-01,130.66738891601562,AAPL
2020-09-02,127.96017456054688,AAPL
2020-09-03,117.71559143066406,AAPL
2020-09-04,117.7934799194336,AAPL
2020-09-08,109.86658477783205,AAPL
2020-09-09,114.2487564086914,AAPL
2020-09-10,110.5190200805664,AAPL
2020-09-11,109.06803131103516,AAPL
2020-09-14,112.3400650024414,AAPL
2020-09-15,112.51537322998048,AAPL
2020-09-16,109.19463348388672,AAPL
2020-09-17,107.45147705078124,AAPL
2020-09-18,104.04312896728516,AAPL
2020-09-21,107.19830322265624,AAPL
2020-09-22,108.8830108642578,AAPL
2020-09-23,104.3157958984375,AAPL
2020-09-24,105.3869857788086,AAPL
2020-09-25,109.3407211303711,AAPL
2020-09-28,111.95054626464844,AAPL
2020-09-29,111.10333251953124,AAPL
2020-09-30,112.77828216552734,AAPL
2020-10-01,113.73263549804688,AAPL
2020-10-02,110.06131744384766,AAPL
2020-10-05,113.45023345947266,AAPL
2020-10-06,110.19767761230467,AAPL
2020-10-07,112.0674285888672,AAPL
2020-10-08,111.96029663085938,AAPL
2020-10-09,113.9079360961914,AAPL
2020-10-12,121.14341735839844,AAPL
2020-10-13,117.92981719970705,AAPL
2020-10-14,118.01747131347656,AAPL
2020-10-15,117.55001831054688,AAPL
2020-10-16,115.90426635742188,AAPL
2020-10-19,112.94383239746094,AAPL
2020-10-20,114.43377685546876,AAPL
2020-10-21,113.81056213378906,AAPL
2020-10-22,112.71985626220705,AAPL
2020-10-23,112.02845001220705,AAPL
2020-10-26,112.03819274902344,AAPL
2020-10-27,113.54761505126952,AAPL
2020-10-28,108.2889633178711,AAPL
2020-10-29,112.30111694335938,AAPL
2020-10-30,106.01021575927734,AAPL
2020-11-02,105.92259216308594,AAPL
2020-11-03,107.54885864257812,AAPL
2020-11-04,111.9407958984375,AAPL
2020-11-05,115.91398620605467,AAPL
2020-11-06,115.7823257446289,AAPL
2020-11-09,113.47037506103516,AAPL
2020-11-10,113.12894439697266,AAPL
2020-11-11,116.56269073486328,AAPL
2020-11-12,116.28956604003906,AAPL
2020-11-13,116.3383560180664,AAPL
2020-11-16,117.35286712646484,AAPL
2020-11-17,116.46516418457033,AAPL
2020-11-18,115.13848876953124,AAPL
2020-11-19,115.73352813720705,AAPL
2020-11-20,114.46536254882812,AAPL
2020-11-23,111.06088256835938,AAPL
2020-11-24,112.34852600097656,AAPL
2020-11-25,113.18748474121094,AAPL
2020-11-27,113.7337417602539,AAPL
2020-11-30,116.13347625732422,AAPL
2020-12-01,119.7135772705078,AAPL
2020-12-02,120.06476593017578,AAPL
2020-12-03,119.92818450927734,AAPL
2020-12-04,119.25509643554688,AAPL
2020-12-07,120.71833038330078,AAPL
2020-12-08,121.33293914794922,AAPL
2020-12-09,118.7966079711914,AAPL
2020-12-10,120.22083282470705,AAPL
2020-12-11,119.4111785888672,AAPL
2020-12-14,118.7966079711914,AAPL
2020-12-15,124.74716186523438,AAPL
2020-12-16,124.67888641357422,AAPL
2020-12-17,125.5470733642578,AAPL
2020-12-18,123.55704498291016,AAPL
2020-12-21,125.0885772705078,AAPL
2020-12-22,128.64923095703125,AAPL
2020-12-23,127.75170135498048,AAPL
2020-12-24,128.73696899414062,AAPL
2020-12-28,133.34136962890625,AAPL
2020-12-29,131.56590270996094,AAPL
2020-12-30,130.44412231445312,AAPL
2020-12-31,129.43931579589844,AAPL
2021-01-04,126.23968505859376,AAPL
2021-01-05,127.80047607421876,AAPL
2021-01-06,123.49851989746094,AAPL
2021-01-07,127.71269989013672,AAPL
2021-01-08,128.81503295898438,AAPL
2021-01-11,125.82023620605467,AAPL
2021-01-12,125.6446304321289,AAPL
2021-01-13,127.68343353271484,AAPL
2021-01-14,125.751953125,AAPL
2021-01-15,124.02529907226562,AAPL
2021-01-19,124.69840240478516,AAPL
2021-01-20,128.7954864501953,AAPL
2021-01-21,133.51695251464844,AAPL
2021-01-22,135.6630401611328,AAPL
2021-01-25,139.41871643066406,AAPL
2021-01-26,139.65281677246094,AAPL
2021-01-27,138.57977294921875,AAPL
2021-01-28,133.73155212402344,AAPL
2021-01-29,128.72720336914062,AAPL
2021-02-01,130.85379028320312,AAPL
2021-02-02,131.68296813964844,AAPL
2021-02-03,130.65869140625,AAPL
2021-02-04,134.02420043945312,AAPL
2021-02-05,133.6089630126953,AAPL
2021-02-08,133.7555389404297,AAPL
2021-02-09,132.8762664794922,AAPL
2021-02-10,132.27056884765625,AAPL
2021-02-11,132.0165252685547,AAPL
2021-02-12,132.25099182128906,AAPL
2021-02-16,130.12123107910156,AAPL
2021-02-17,127.82536315917967,AAPL
2021-02-18,126.72145080566406,AAPL
2021-02-19,126.87775421142578,AAPL
2021-02-22,123.09688568115234,AAPL
2021-02-23,122.96011352539062,AAPL
2021-02-24,122.46189880371094,AAPL
2021-02-25,118.20232391357422,AAPL
2021-02-26,118.46612548828124,AAPL
2021-03-01,124.8456573486328,AAPL
2021-03-02,122.23717498779295,AAPL
2021-03-03,119.24767303466795,AAPL
2021-03-04,117.3621597290039,AAPL
2021-03-05,118.6224365234375,AAPL
2021-03-08,113.67901611328124,AAPL
2021-03-09,118.30001831054688,AAPL
2021-03-10,117.2155990600586,AAPL
2021-03-11,119.14998626708984,AAPL
2021-03-12,118.24141693115234,AAPL
2021-03-15,121.13321685791016,AAPL
2021-03-16,122.6768035888672,AAPL
2021-03-17,121.88545989990234,AAPL
2021-03-18,117.75292205810548,AAPL
2021-03-19,117.2253875732422,AAPL
2021-03-22,120.54705047607422,AAPL
2021-03-23,119.71661376953124,AAPL
2021-03-24,117.32307434082033,AAPL
2021-03-25,117.8115463256836,AAPL
2021-03-26,118.4172592163086,AAPL
2021-03-29,118.59312438964844,AAPL
2021-03-30,117.13744354248048,AAPL
2021-03-31,119.33560943603516,AAPL
2021-04-01,120.16602325439452,AAPL
2021-04-05,122.99920654296876,AAPL
2021-04-06,123.30206298828124,AAPL
2021-04-07,124.953125,AAPL
2021-04-08,127.35646057128906,AAPL
2021-04-09,129.93563842773438,AAPL
2021-04-12,128.2161865234375,AAPL
2021-04-13,131.33265686035156,AAPL
2021-04-14,128.98794555664062,AAPL
2021-04-15,131.40106201171875,AAPL
2021-04-16,131.0689239501953,AAPL
2021-04-19,131.7332000732422,AAPL
2021-04-20,130.0430908203125,AAPL
2021-04-21,130.42408752441406,AAPL
2021-04-22,128.90000915527344,AAPL
2021-04-23,131.2252197265625,AAPL
2021-04-26,131.61598205566406,AAPL
2021-04-27,131.29360961914062,AAPL
2021-04-28,130.50225830078125,AAPL
2021-04-29,130.40455627441406,AAPL
2021-04-30,128.43109130859375,AAPL
2021-05-03,129.4862060546875,AAPL
2021-05-04,124.9042739868164,AAPL
2021-05-05,125.14852142333984,AAPL
2021-05-06,126.750732421875,AAPL
2021-05-07,127.42601013183594,AAPL
2021-05-10,124.1378173828125,AAPL
2021-05-11,123.2179183959961,AAPL
2021-05-12,120.1450424194336,AAPL
2021-05-13,122.29798889160156,AAPL
2021-05-14,124.72499084472656,AAPL
2021-05-17,123.57022094726562,AAPL
2021-05-18,122.18057250976562,AAPL
2021-05-19,122.02399444580078,AAPL
2021-05-20,124.58799743652344,AAPL
2021-05-21,122.74817657470705,AAPL
2021-05-24,124.38246154785156,AAPL
2021-05-25,124.1867446899414,AAPL
2021-05-26,124.1378173828125,AAPL
2021-05-27,122.60137176513672,AAPL
2021-05-28,121.94569396972656,AAPL
2021-06-01,121.62276458740234,AAPL
2021-06-02,122.38609313964844,AAPL
2021-06-03,120.8985824584961,AAPL
2021-06-04,123.19833374023438,AAPL
2021-06-07,123.2081298828125,AAPL
2021-06-08,124.0301742553711,AAPL
2021-06-09,124.41183471679688,AAPL
2021-06-10,123.41365051269533,AAPL
2021-06-11,124.62712860107422,AAPL
2021-06-14,127.69021606445312,AAPL
2021-06-15,126.86815643310548,AAPL
2021-06-16,127.3672332763672,AAPL
2021-06-17,128.97219848632812,AAPL
2021-06-18,127.67059326171876,AAPL
2021-06-21,129.47128295898438,AAPL
2021-06-22,131.11534118652344,AAPL
2021-06-23,130.84133911132812,AAPL
2021-06-24,130.55760192871094,AAPL
2021-06-25,130.26397705078125,AAPL
2021-06-28,131.89828491210938,AAPL
2021-06-29,133.41510009765625,AAPL
2021-06-30,134.03164672851562,AAPL
2021-07-01,134.33502197265625,AAPL
2021-07-02,136.96749877929688,AAPL
2021-07-06,138.98348999023438,AAPL
2021-07-07,141.47894287109375,AAPL
2021-07-08,140.17735290527344,AAPL
2021-07-09,142.0074005126953,AAPL
2021-07-12,141.41043090820312,AAPL
2021-07-13,142.5260467529297,AAPL
2021-07-14,145.96099853515625,AAPL
2021-07-15,145.3053436279297,AAPL
2021-07-16,143.260009765625,AAPL
2021-07-19,139.40426635742188,AAPL
2021-07-20,143.025146484375,AAPL
2021-07-21,142.29116821289062,AAPL
2021-07-22,143.6612548828125,AAPL
2021-07-23,145.3835906982422,AAPL
2021-07-26,145.80445861816406,AAPL
2021-07-27,143.6319122314453,AAPL
2021-07-28,141.8802032470703,AAPL
2021-07-29,142.5260467529297,AAPL
2021-07-30,142.7413787841797,AAPL
2021-08-02,142.40863037109375,AAPL
2021-08-03,144.2093048095703,AAPL
2021-08-04,143.8080596923828,AAPL
2021-08-05,143.91567993164062,AAPL
2021-08-06,143.22964477539062,AAPL
2021-08-09,143.18064880371094,AAPL
2021-08-10,142.70040893554688,AAPL
2021-08-11,142.95526123046875,AAPL
2021-08-12,145.92489624023438,AAPL
2021-08-13,146.13072204589844,AAPL
2021-08-16,148.1104736328125,AAPL
2021-08-17,147.198974609375,AAPL
2021-08-18,143.4452667236328,AAPL
2021-08-19,143.7784881591797,AAPL
2021-08-20,145.23886108398438,AAPL
2021-08-23,146.7285614013672,AAPL
2021-08-24,146.64035034179688,AAPL
2021-08-25,145.4054718017578,AAPL
2021-08-26,144.60177612304688,AAPL
2021-08-27,145.64068603515625,AAPL
2021-08-30,150.07066345214844,AAPL
2021-08-31,148.8063201904297,AAPL
2021-09-01,149.47276306152344,AAPL
2021-09-02,150.590087890625,AAPL
2021-09-03,151.2271728515625,AAPL
2021-09-07,153.56954956054688,AAPL
2021-09-08,152.02102661132812,AAPL
2021-09-09,151.00172424316406,AAPL
2021-09-10,146.00328063964844,AAPL
2021-09-13,146.57174682617188,AAPL
2021-09-14,145.1702423095703,AAPL
2021-09-15,146.06211853027344,AAPL
2021-09-16,145.82687377929688,AAPL
2021-09-17,143.1512451171875,AAPL
2021-09-20,140.0933837890625,AAPL
2021-09-21,140.5736083984375,AAPL
2021-09-22,142.94541931152344,AAPL
2021-09-23,143.9059295654297,AAPL
2021-09-24,143.99411010742188,AAPL
2021-09-27,142.47500610351562,AAPL
2021-09-28,139.0839080810547,AAPL
2021-09-29,139.98556518554688,AAPL
2021-09-30,138.6820526123047,AAPL
2021-10-01,139.80914306640625,AAPL
2021-10-04,136.3690185546875,AAPL
2021-10-05,138.29978942871094,AAPL
2021-10-06,139.17213439941406,AAPL
2021-10-07,140.43638610839844,AAPL
2021-10-08,140.05416870117188,AAPL
2021-10-11,139.96595764160156,AAPL
2021-10-12,138.6918487548828,AAPL
2021-10-13,138.1038055419922,AAPL
2021-10-14,140.89706420898438,AAPL
2021-10-15,141.9555206298828,AAPL
2021-10-18,143.63148498535156,AAPL
2021-10-19,145.79745483398438,AAPL
2021-10-20,146.2875213623047,AAPL
2021-10-21,146.5030975341797,AAPL
2021-10-22,145.72889709472656,AAPL
2021-10-25,145.67987060546875,AAPL
2021-10-26,146.34632873535156,AAPL
2021-10-27,145.8856658935547,AAPL
2021-10-28,149.5316162109375,AAPL
2021-10-29,146.8167724609375,AAPL
2021-11-01,145.99346923828125,AAPL
2021-11-02,147.0323944091797,AAPL
2021-11-03,148.47312927246094,AAPL
2021-11-04,147.95370483398438,AAPL
2021-11-05,148.4836883544922,AAPL
2021-11-08,147.65921020507812,AAPL
2021-11-09,148.02235412597656,AAPL
2021-11-10,145.18577575683594,AAPL
2021-11-11,145.13671875,AAPL
2021-11-12,147.21751403808594,AAPL
2021-11-15,147.2273406982422,AAPL
2021-11-16,148.20887756347656,AAPL
2021-11-17,150.65280151367188,AAPL
2021-11-18,154.9518585205078,AAPL
2021-11-19,157.58233642578125,AAPL
2021-11-22,158.0436553955078,AAPL
2021-11-23,158.42640686035156,AAPL
2021-11-24,158.94664001464844,AAPL
2021-11-26,153.9114532470703,AAPL
2021-11-29,157.278076171875,AAPL
2021-11-30,162.24453735351562,AAPL
2021-12-01,161.7243194580078,AAPL
2021-12-02,160.73300170898438,AAPL
2021-12-03,158.84848022460938,AAPL
2021-12-06,162.26417541503906,AAPL
2021-12-07,168.01585388183594,AAPL
2021-12-08,171.84378051757812,AAPL
2021-12-09,171.33335876464844,AAPL
2021-12-10,176.13296508789062,AAPL
2021-12-13,172.49156188964844,AAPL
2021-12-14,171.1075897216797,AAPL
2021-12-15,175.98574829101562,AAPL
2021-12-16,169.0758514404297,AAPL
2021-12-17,167.97657775878906,AAPL
2021-12-20,166.61227416992188,AAPL
2021-12-21,169.79238891601562,AAPL
2021-12-22,172.3933868408203,AAPL
2021-12-23,173.0215606689453,AAPL
2021-12-27,176.9967041015625,AAPL
2021-12-28,175.97589111328125,AAPL
2021-12-29,176.06427001953125,AAPL
2021-12-30,174.90609741210938,AAPL
2021-12-31,174.28770446777344,AAPL
2022-01-03,178.64569091796875,AAPL
2022-01-04,176.3783416748047,AAPL
2022-01-05,171.6866912841797,AAPL
2022-01-06,168.82069396972656,AAPL
2022-01-07,168.987548828125,AAPL
2022-01-10,169.00718688964844,AAPL
2022-01-11,171.84378051757812,AAPL
2022-01-12,172.28543090820312,AAPL
2022-01-13,169.00718688964844,AAPL
2022-01-14,169.8708953857422,AAPL
2022-01-18,166.66136169433594,AAPL
2022-01-19,163.15731811523438,AAPL
2022-01-20,161.4691162109375,AAPL
2022-01-21,159.40794372558594,AAPL
2022-01-24,158.63253784179688,AAPL
2022-01-25,156.8265380859375,AAPL
2022-01-26,156.73822021484375,AAPL
2022-01-27,156.27691650390625,AAPL
2022-01-28,167.1815643310547,AAPL
2022-01-31,171.54930114746094,AAPL
2022-02-01,171.38241577148438,AAPL
2022-02-02,172.5897216796875,AAPL
2022-02-03,169.70401000976562,AAPL
2022-02-04,169.41903686523438,AAPL
2022-02-07,168.70164489746094,AAPL
2022-02-08,171.8170166015625,AAPL
2022-02-09,173.24200439453125,AAPL
2022-02-10,169.15370178222656,AAPL
2022-02-11,165.73367309570312,AAPL
2022-02-14,165.9695281982422,AAPL
2022-02-15,169.8121337890625,AAPL
2022-02-16,169.57627868652344,AAPL
2022-02-17,165.9695281982422,AAPL
2022-02-18,164.41677856445312,AAPL
2022-02-22,161.4881134033203,AAPL
2022-02-23,157.31138610839844,AAPL
2022-02-24,159.93536376953125,AAPL
2022-02-25,162.00901794433594,AAPL
2022-02-28,162.27435302734375,AAPL
2022-03-01,160.38742065429688,AAPL
2022-03-02,163.68951416015625,AAPL
2022-03-03,163.36521911621094,AAPL
2022-03-04,160.35791015625,AAPL
2022-03-07,156.55462646484375,AAPL
2022-03-08,154.7266845703125,AAPL
2022-03-09,160.1417236328125,AAPL
2022-03-10,155.78807067871094,AAPL
2022-03-11,152.06338500976562,AAPL
2022-03-14,148.02426147460938,AAPL
2022-03-15,152.4171905517578,AAPL
2022-03-16,156.8396453857422,AAPL
2022-03-17,157.85186767578125,AAPL
2022-03-18,161.1539764404297,AAPL
2022-03-21,162.52987670898438,AAPL
2022-03-22,165.91055297851562,AAPL
2022-03-23,167.27659606933594,AAPL
2022-03-24,171.0701141357422,AAPL
2022-03-25,171.70889282226562,AAPL
2022-03-28,172.57371520996094,AAPL
2022-03-29,175.87582397460938,AAPL
2022-03-30,174.70631408691406,AAPL
2022-03-31,171.6007843017578,AAPL
2022-04-01,171.3059539794922,AAPL
2022-04-04,175.3647918701172,AAPL
2022-04-05,172.0430145263672,AAPL
2022-04-06,168.86871337890625,AAPL
2022-04-07,169.17332458496094,AAPL
2022-04-08,167.15867614746094,AAPL
2022-04-11,162.8934783935547,AAPL
2022-04-12,164.7705535888672,AAPL
2022-04-13,167.4633331298828,AAPL
2022-04-14,162.44140625,AAPL
2022-04-18,162.22523498535156,AAPL
2022-04-19,164.51502990722656,AAPL
2022-04-20,164.34796142578125,AAPL
2022-04-21,163.55191040039062,AAPL
2022-04-22,159.00172424316406,AAPL
2022-04-25,160.07296752929688,AAPL
2022-04-26,154.09771728515625,AAPL
2022-04-27,153.87167358398438,AAPL
2022-04-28,160.81985473632812,AAPL
2022-04-29,154.93307495117188,AAPL
2022-05-02,155.2377166748047,AAPL
2022-05-03,156.7315216064453,AAPL
2022-05-04,163.15884399414062,AAPL
2022-05-05,154.0682373046875,AAPL
